building_id,building_type,height,num_floors,latitude,longitude,vulnerability,seismic_zone,seismic_hazard,population_exposure,risk_score,risk_level,distance_km,duration_min,accessibility,risk_zone,priority_score,priority_level
B000218,unknown,,,17.3994981,78.4203706,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000219,unknown,,,17.3993477,78.4204675,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000220,unknown,,,17.3992148,78.4205108,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000221,unknown,,,17.3990044,78.4203495,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000222,unknown,,,17.3990308,78.4200652,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000223,unknown,,,17.3989523,78.420269,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000224,unknown,,,17.3987469,78.4203451,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000225,unknown,,,17.3986115,78.4203925,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000226,unknown,,,17.3984097,78.4204061,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000227,unknown,,,17.3982471,78.4204814,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000228,unknown,,,17.3981118,78.4201795,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000229,unknown,,,17.3983933,78.4202158,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000230,unknown,,,17.3983528,78.4201827,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000231,unknown,,,17.3981647,78.4201369,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000232,unknown,,,17.3981893,78.420096,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000233,unknown,,,17.3980508,78.4202346,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000234,unknown,,,17.3983855,78.4200078,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000235,unknown,,,17.3987912,78.4199178,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000236,unknown,,,17.3986185,78.4202407,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000237,unknown,,,17.3991054,78.4199927,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000238,unknown,,,17.3990512,78.4199415,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000239,unknown,,,17.3992095,78.4197961,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000240,unknown,,,17.3990235,78.419591,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000241,unknown,,,17.3988036,78.4197596,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000242,unknown,,,17.3988849,78.4196894,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000243,unknown,,,17.3987091,78.4198222,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000244,unknown,,,17.3989024,78.4198018,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000245,unknown,,,17.3984852,78.4199533,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000246,unknown,,,17.398254,78.4197628,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000247,unknown,,,17.3980046,78.4197671,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000248,unknown,,,17.3984367,78.4196787,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000249,unknown,,,17.3984304,78.4196378,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000250,unknown,,,17.3982896,78.4194205,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000251,unknown,,,17.3989931,78.4194202,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000252,unknown,,,17.3991619,78.4194809,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000253,unknown,,,17.3997064,78.4193561,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000254,unknown,,,17.3996013,78.4193574,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000255,unknown,,,17.3995119,78.4194022,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000256,unknown,,,17.3996152,78.4195576,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000257,unknown,,,17.3992545,78.4195941,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000258,unknown,,,17.3994262,78.4198043,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000259,unknown,,,17.399843,78.4197115,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000260,unknown,,,17.3999556,78.4197782,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000261,unknown,,,17.4000701,78.4198553,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000262,unknown,,,17.3999754,78.4196012,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000263,unknown,,,17.4000011,78.4195468,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000264,unknown,,,17.4000846,78.4196021,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000265,unknown,,,17.3998066,78.4195325,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000266,unknown,,,17.3997487,78.419531,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000267,unknown,,,17.4003145,78.419484,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000268,unknown,,,17.3978061,78.4198844,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000269,unknown,,,17.397885,78.4201807,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000270,unknown,,,17.3979776,78.4201787,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000271,unknown,,,17.3978961,78.4202034,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000272,unknown,,,17.3977463,78.4203306,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000273,unknown,,,17.3977149,78.420522,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000274,unknown,,,17.3957552,78.4202277,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000275,unknown,,,17.3953612,78.4202184,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000276,unknown,,,17.3952212,78.4201092,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000277,unknown,,,17.395227,78.4201775,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000278,unknown,,,17.3952394,78.4203961,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000279,unknown,,,17.3950978,78.4204107,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000280,unknown,,,17.3948729,78.4205084,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000281,unknown,,,17.3949815,78.4202071,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000282,unknown,,,17.3946058,78.4199182,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000283,unknown,,,17.3953947,78.4199315,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000284,unknown,,,17.3953196,78.4197965,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000285,unknown,,,17.3955435,78.4194386,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000286,unknown,,,17.3955024,78.4193912,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000287,unknown,,,17.3954071,78.4194359,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000288,unknown,,,17.3952362,78.4193551,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000289,unknown,,,17.3951753,78.4192762,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000290,unknown,,,17.3950763,78.4196447,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000291,unknown,,,17.3947632,78.4194621,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000292,unknown,,,17.3950258,78.419465,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000293,unknown,,,17.3948689,78.419398,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000294,unknown,,,17.3948703,78.4198688,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000295,unknown,,,17.3949683,78.4198391,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000296,unknown,,,17.394698,78.4196644,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000297,unknown,,,17.3943426,78.4194149,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000298,unknown,,,17.3939408,78.4193947,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000299,unknown,,,17.3939477,78.4194322,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000300,unknown,,,17.3932893,78.41937,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000301,unknown,,,17.3942212,78.4199237,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000302,unknown,,,17.3941951,78.4203358,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000303,unknown,,,17.3941416,78.4202321,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000304,unknown,,,17.3941597,78.4203488,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000305,unknown,,,17.3945562,78.4204156,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000306,unknown,,,17.3936486,78.4202602,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000307,unknown,,,17.3933149,78.4204614,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000308,unknown,,,17.3930282,78.4202084,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000309,unknown,,,17.3931765,78.4200268,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000310,unknown,,,17.3926215,78.4199855,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000311,unknown,,,17.3927431,78.4202795,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000312,unknown,,,17.3927819,78.4197396,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000313,unknown,,,17.3932136,78.4195825,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000314,unknown,,,17.3930943,78.4194488,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000315,unknown,,,17.391312,78.4194602,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000316,unknown,,,17.3897173,78.4194793,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000317,unknown,,,17.3907236,78.4196176,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000318,unknown,,,17.3903628,78.4197607,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000319,unknown,,,17.3875363,78.4198507,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000320,unknown,,,17.3819794,78.4194054,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000321,unknown,,,17.3817993,78.4193958,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000322,unknown,,,17.3820028,78.4196802,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000323,unknown,,,17.3818256,78.4196621,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000324,unknown,,,17.3838011,78.4201189,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000325,unknown,,,17.3833384,78.4202059,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000326,unknown,,,17.3837438,78.4203037,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000327,unknown,,,17.383353,78.4204625,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000328,unknown,,,17.3833035,78.4203309,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000329,unknown,,,17.3816319,78.4205231,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000330,unknown,,,17.3815368,78.4205089,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000331,unknown,,,17.3812283,78.4203832,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000332,unknown,,,17.3808029,78.4205329,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000333,unknown,,,17.380711,78.4205295,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000334,unknown,,,17.3807943,78.4203346,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000335,unknown,,,17.3808053,78.4202467,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000336,unknown,,,17.380952,78.42025,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000337,unknown,,,17.3810801,78.4200761,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000338,unknown,,,17.3808383,78.4200367,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000339,unknown,,,17.380695,78.4200773,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000340,unknown,,,17.3809654,78.4200559,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000341,unknown,,,17.3810728,78.4200761,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000342,unknown,,,17.3810893,78.4200065,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000343,unknown,,,17.3812079,78.4199489,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000344,unknown,,,17.3813877,78.420202,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000345,unknown,,,17.3815723,78.4198785,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000346,unknown,,,17.3814195,78.4199926,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000347,unknown,,,17.3812535,78.4197298,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000348,unknown,,,17.3814912,78.4197068,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000349,unknown,,,17.3817189,78.4197155,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000350,unknown,,,17.3815513,78.4195672,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000351,unknown,,,17.3816559,78.4195345,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000352,unknown,,,17.3817493,78.4193053,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000353,unknown,,,17.3812777,78.419486,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000354,unknown,,,17.3814453,78.4195643,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000355,unknown,,,17.3812544,78.419593,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000356,unknown,,,17.3810468,78.4195778,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000357,unknown,,,17.3810771,78.4194983,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000358,unknown,,,17.3811929,78.4194589,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000359,unknown,,,17.3809167,78.4194731,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000360,unknown,,,17.3806591,78.4194432,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000361,unknown,,,17.3807998,78.4194678,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000362,unknown,,,17.3808718,78.419668,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000363,unknown,,,17.3808556,78.4198018,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000364,unknown,,,17.3810473,78.4196857,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000365,unknown,,,17.3811325,78.4197006,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000366,unknown,,,17.3809895,78.4197835,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000367,unknown,,,17.3810958,78.4198333,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000368,unknown,,,17.3810518,78.4199176,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000369,unknown,,,17.3809554,78.4199022,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000370,unknown,,,17.3808505,78.4198944,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000371,unknown,,,17.380706,78.4199142,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000372,unknown,,,17.3804547,78.4197055,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000373,unknown,,,17.3802199,78.4198569,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000374,unknown,,,17.3802021,78.4197806,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000375,unknown,,,17.3802136,78.4198875,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000376,unknown,,,17.3802003,78.4197956,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000377,unknown,,,17.3802364,78.4197796,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000378,unknown,,,17.3802445,78.4197654,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000379,unknown,,,17.3801931,78.4196845,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000380,unknown,,,17.3801869,78.4197023,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000381,unknown,,,17.3801986,78.419556,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000382,unknown,,,17.3802329,78.4196642,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000383,unknown,,,17.3803542,78.4196414,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000384,unknown,,,17.3806382,78.4196545,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000385,unknown,,,17.3804614,78.4195298,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000386,unknown,,,17.3805505,78.4194691,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000387,unknown,,,17.3803777,78.4193968,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000388,unknown,,,17.3803812,78.4194882,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000389,unknown,,,17.3802391,78.4194668,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000390,unknown,,,17.3802824,78.4195465,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000391,unknown,,,17.3802487,78.4195609,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000392,unknown,,,17.3799463,78.4195177,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000393,unknown,,,17.379816,78.4195617,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000394,unknown,,,17.3797273,78.4195509,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000395,unknown,,,17.3800396,78.4194649,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000396,unknown,,,17.3798496,78.4194092,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000397,unknown,,,17.3796024,78.4194549,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000398,unknown,,,17.3796332,78.4195684,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000399,unknown,,,17.3798207,78.4195346,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000400,unknown,,,17.3796423,78.4196613,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000401,unknown,,,17.379499,78.4197789,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000402,unknown,,,17.3796788,78.4197451,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000403,unknown,,,17.3798183,78.4196135,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000404,unknown,,,17.3798128,78.4197111,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000405,unknown,,,17.379783,78.4198568,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000406,unknown,,,17.3796722,78.419834,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000407,unknown,,,17.3795862,78.4200013,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000408,unknown,,,17.37968,78.4200101,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000409,unknown,,,17.3796899,78.4199036,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000410,unknown,,,17.3795356,78.4201758,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000411,unknown,,,17.3796049,78.4201876,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000412,unknown,,,17.3797058,78.4202091,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000413,unknown,,,17.3798892,78.4202228,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000414,unknown,,,17.3800128,78.4200397,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000415,unknown,,,17.3798985,78.4200523,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000416,unknown,,,17.3801145,78.4200497,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000417,unknown,,,17.3801914,78.420053,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000418,unknown,,,17.3803476,78.420067,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000419,unknown,,,17.3805066,78.4200652,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000420,unknown,,,17.3806165,78.4202085,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000421,unknown,,,17.3802962,78.4202142,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000422,unknown,,,17.3801833,78.4202106,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000423,unknown,,,17.3801241,78.4202972,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000424,unknown,,,17.3804248,78.4202299,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000425,unknown,,,17.3803228,78.4201873,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000426,unknown,,,17.3806056,78.4203109,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000427,unknown,,,17.3804857,78.4203132,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000428,unknown,,,17.3805934,78.4205255,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000429,unknown,,,17.3804585,78.420508,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000430,unknown,,,17.3803069,78.4205181,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000431,unknown,,,17.3801328,78.4205134,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000432,unknown,,,17.3798359,78.420424,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000433,unknown,,,17.3800097,78.4202905,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000434,unknown,,,17.3798662,78.4202861,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000435,unknown,,,17.3796901,78.4203973,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000436,unknown,,,17.3795591,78.4202624,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000437,unknown,,,17.3791708,78.420453,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B000438,unknown,,,17.3789524,78.4204538,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
