building_id,building_type,height,num_floors,latitude,longitude,vulnerability,seismic_zone,seismic_hazard,population_exposure,risk_score,risk_level,distance_km,duration_min,accessibility,risk_zone
B176909,unknown,,,17.410588,78.4792078,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176910,unknown,,,17.4105537,78.4790785,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176911,unknown,,,17.4106103,78.4784858,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176912,unknown,,,17.4103215,78.4787093,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176913,unknown,,,17.4102488,78.4784605,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176914,unknown,,,17.4104372,78.4790905,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176915,unknown,,,17.4102339,78.4790795,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176916,unknown,,,17.4101071,78.4790946,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176917,unknown,,,17.4098883,78.4788941,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176918,unknown,,,17.4097702,78.4790846,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176919,unknown,,,17.4096553,78.4790975,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176920,unknown,,,17.4095457,78.479045,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176921,unknown,,,17.4096864,78.4787653,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176922,unknown,,,17.4097797,78.4786012,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176923,unknown,,,17.4097912,78.4784308,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176924,unknown,,,17.4100821,78.4786815,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176925,unknown,,,17.4100978,78.4785404,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176926,unknown,,,17.409894,78.4783959,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176927,unknown,,,17.4098914,78.4782309,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176928,unknown,,,17.4099549,78.478022,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176929,unknown,,,17.4095717,78.4782941,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176930,unknown,,,17.4095136,78.4780054,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176931,unknown,,,17.4097064,78.4779071,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176932,unknown,,,17.4096632,78.4777148,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176933,unknown,,,17.4100526,78.4778022,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176934,unknown,,,17.4102606,78.4776973,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176935,unknown,,,17.4103701,78.4776419,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176936,unknown,,,17.4103054,78.4777184,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176937,unknown,,,17.4103937,78.4780127,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176938,unknown,,,17.410211,78.4780234,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176939,unknown,,,17.4106127,78.4780801,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176940,unknown,,,17.4104457,78.478416,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176941,unknown,,,17.4106069,78.4784141,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176942,unknown,,,17.410487,78.4778829,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176943,unknown,,,17.4107193,78.4776552,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176944,unknown,,,17.4108199,78.4778569,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176945,unknown,,,17.4112725,78.4779707,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176946,unknown,,,17.4112247,78.478045,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176947,unknown,,,17.4111676,78.4781852,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176948,unknown,,,17.4110096,78.4782449,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176949,unknown,,,17.4110073,78.478188,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176950,unknown,,,17.4110074,78.4783521,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176951,unknown,,,17.4108687,78.4779276,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176952,unknown,,,17.4106772,78.4779785,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176953,unknown,,,17.4106244,78.4783614,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176954,unknown,,,17.4108849,78.4785268,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176955,unknown,,,17.4108879,78.4787302,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176956,unknown,,,17.4109381,78.4791206,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176957,unknown,,,17.4111058,78.4790013,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176958,unknown,,,17.4112015,78.4787881,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176959,unknown,,,17.4111794,78.4786641,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176960,unknown,,,17.4109882,78.4787113,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176961,unknown,,,17.4110232,78.4783811,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176962,unknown,,,17.4111509,78.478422,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176963,unknown,,,17.4113249,78.4783039,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176964,unknown,,,17.4114293,78.4783278,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176965,unknown,,,17.4112332,78.4786265,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176966,unknown,,,17.4116563,78.4785591,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176967,unknown,,,17.4115025,78.4784526,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176968,unknown,,,17.411555,78.4784415,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176969,unknown,,,17.4118049,78.478538,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176970,unknown,,,17.4117579,78.4780873,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176971,unknown,,,17.411725,78.4780302,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176972,unknown,,,17.4115301,78.4782245,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176973,unknown,,,17.4114816,78.4782152,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176974,unknown,,,17.4115512,78.4780882,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176975,unknown,,,17.4113525,78.4778413,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176976,unknown,,,17.4113628,78.4777467,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176977,unknown,,,17.4116925,78.4778263,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176978,unknown,,,17.4117562,78.477749,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176979,unknown,,,17.4119894,78.4778825,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176980,unknown,,,17.4118978,78.4781226,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176981,unknown,,,17.4120394,78.4780526,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176982,unknown,,,17.4121525,78.478348,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176983,unknown,,,17.4124503,78.4782282,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176984,unknown,,,17.4128562,78.4781297,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176985,unknown,,,17.4125445,78.4782957,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176986,unknown,,,17.4124601,78.4786115,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176987,unknown,,,17.4127626,78.4786528,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176988,unknown,,,17.4126551,78.4787816,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176989,unknown,,,17.4128436,78.478958,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176990,unknown,,,17.4127171,78.4791486,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176991,unknown,,,17.4123784,78.4787172,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176992,unknown,,,17.412351,78.4783422,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176993,unknown,,,17.412033,78.4785347,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176994,unknown,,,17.4121108,78.4787337,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176995,unknown,,,17.4120882,78.4787305,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176996,unknown,,,17.4119043,78.4786299,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176997,unknown,,,17.4121008,78.4783489,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176998,unknown,,,17.4118221,78.4785356,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B176999,unknown,,,17.4117963,78.4786111,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177000,unknown,,,17.4117272,78.478847,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177001,civic,,,17.4120817,78.4793474,60,Zone II,20,40,46.0,Moderate,,,,Moderate Risk Zone
B177002,unknown,,,17.4119745,78.4796859,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177003,residential,,,17.4124873,78.4800339,60,Zone II,20,50,49.0,Moderate,,,,Moderate Risk Zone
B177004,commercial,,,17.4124897,78.4800774,60,Zone II,20,45,47.5,Moderate,,,,Moderate Risk Zone
B177005,unknown,,,17.41275,78.4804745,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177006,residential,,,17.4129001,78.4797487,60,Zone II,20,50,49.0,Moderate,,,,Moderate Risk Zone
B177007,unknown,,,17.4127177,78.4796388,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177008,unknown,,,17.4126692,78.479728,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177009,unknown,,,17.4125529,78.4797065,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177010,unknown,,,17.4126692,78.4794681,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177011,commercial,,,17.4126427,78.4792578,60,Zone II,20,45,47.5,Moderate,,,,Moderate Risk Zone
B177012,unknown,,,17.4126433,78.4793134,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177013,unknown,,,17.4128838,78.4793994,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177014,unknown,,,17.4129138,78.479571,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177015,unknown,,,17.4129355,78.4792563,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177016,residential,,,17.4130089,78.4794448,60,Zone II,20,50,49.0,Moderate,,,,Moderate Risk Zone
B177017,unknown,,,17.4140007,78.4805784,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177018,unknown,,,17.4135486,78.4793929,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177019,unknown,,,17.4135586,78.4783088,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177020,unknown,,,17.4131251,78.4792291,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177021,unknown,,,17.4130289,78.4788779,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177022,unknown,,,17.4132119,78.4789354,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177023,unknown,,,17.4130667,78.4787444,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177024,unknown,,,17.4148897,78.4804251,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177025,unknown,,,17.4146083,78.4804402,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177026,unknown,,,17.4150663,78.4797789,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177027,unknown,,,17.414908,78.4796646,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177028,unknown,,,17.41464,78.4794071,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177029,unknown,,,17.4152555,78.479938,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177030,unknown,,,17.4153421,78.4799228,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177031,unknown,,,17.4154757,78.479978,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177032,unknown,,,17.4154235,78.480053,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177033,unknown,,,17.4153864,78.4800187,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177034,unknown,,,17.415362,78.4805937,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177035,unknown,,,17.4154807,78.4800972,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177036,unknown,,,17.4155798,78.4801666,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177037,unknown,,,17.4163974,78.4806855,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177038,unknown,,,17.4165825,78.4813143,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177039,unknown,,,17.4166032,78.4813342,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177040,unknown,,,17.4164562,78.4813862,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177041,unknown,,,17.4164092,78.481433,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177042,unknown,,,17.4177153,78.4821903,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177043,unknown,,,17.4176255,78.4829246,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177044,unknown,,,17.417983,78.4826642,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177045,unknown,,,17.4179233,78.4827795,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177046,unknown,,,17.4180723,78.4826473,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177047,commercial,,,17.4182261,78.482422,60,Zone II,20,45,47.5,Moderate,,,,Moderate Risk Zone
B177048,unknown,,,17.4179426,78.4825553,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177049,unknown,,,17.4183907,78.4826968,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177050,unknown,,,17.4181802,78.4829404,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177051,unknown,,,17.4181149,78.4830559,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177052,unknown,,,17.4182358,78.4833868,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177053,unknown,,,17.4182992,78.4834084,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177054,unknown,,,17.4184052,78.4832736,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177055,unknown,,,17.418431,78.4830695,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177056,unknown,,,17.4184513,78.4831995,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177057,unknown,,,17.4186124,78.4833893,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177058,unknown,,,17.4184718,78.4832628,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177059,unknown,,,17.4185597,78.4834812,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177060,unknown,,,17.4186284,78.4835909,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177061,unknown,,,17.4185142,78.4835741,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177062,unknown,,,17.4185533,78.483715,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177063,unknown,,,17.4185047,78.4838026,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177064,unknown,,,17.4184974,78.4836512,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177065,unknown,,,17.4179417,78.483812,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177066,unknown,,,17.4181443,78.4833792,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177067,unknown,,,17.4175491,78.4833779,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177068,unknown,,,17.4178936,78.4833956,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177069,unknown,,,17.4175289,78.4836837,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177070,unknown,,,17.4176401,78.4837586,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177071,unknown,,,17.4169975,78.4834949,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177072,unknown,,,17.4173557,78.4831285,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177073,unknown,,,17.4175054,78.4825708,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177074,unknown,,,17.4173947,78.4824125,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177075,unknown,,,17.4161105,78.482635,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177076,unknown,,,17.4162797,78.4812908,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177077,unknown,,,17.4162747,78.481284,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177078,unknown,,,17.4158219,78.4810653,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177079,unknown,,,17.41578,78.4809306,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177080,unknown,,,17.4155871,78.4808518,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177081,unknown,,,17.4152695,78.4816685,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177082,unknown,,,17.4149638,78.4808887,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177083,unknown,,,17.4148475,78.4808537,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177084,unknown,,,17.4146404,78.4807441,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177085,unknown,,,17.414739,78.4809967,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177086,unknown,,,17.4147177,78.4808975,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177087,unknown,,,17.4145701,78.481385,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177088,unknown,,,17.4145196,78.4814384,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177089,unknown,,,17.4144895,78.4814217,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177090,unknown,,,17.4144647,78.4814131,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177091,unknown,,,17.4147439,78.4810514,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177092,unknown,,,17.4146919,78.4808556,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177093,unknown,,,17.4141137,78.4811393,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177094,unknown,,,17.4142766,78.4811241,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177095,unknown,,,17.4141928,78.4812282,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177096,unknown,,,17.4141274,78.4814744,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177097,unknown,,,17.4143263,78.481546,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177098,unknown,,,17.4146554,78.483371,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177099,unknown,,,17.4146467,78.4833862,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177100,unknown,,,17.4141978,78.4837547,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177101,unknown,,,17.4146352,78.4839391,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177102,unknown,,,17.4149015,78.4852447,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177103,unknown,,,17.4152335,78.4852526,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177104,unknown,,,17.4150377,78.485064,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177105,unknown,,,17.4148421,78.4839912,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177106,unknown,,,17.4150436,78.4839491,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177107,unknown,,,17.4163002,78.484269,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177108,unknown,,,17.4161845,78.4843416,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177109,unknown,,,17.4161391,78.484375,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177110,unknown,,,17.4160909,78.4844435,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177111,unknown,,,17.4158157,78.4846089,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177112,unknown,,,17.4158675,78.4849422,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177113,unknown,,,17.4159268,78.4848196,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177114,unknown,,,17.4159365,78.4849784,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177115,unknown,,,17.4159263,78.4848328,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177116,unknown,,,17.4161498,78.4848246,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177117,unknown,,,17.4162081,78.4846926,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177118,unknown,,,17.4160174,78.4846166,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177119,unknown,,,17.4160423,78.4848937,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177120,unknown,,,17.4163522,78.4852288,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177121,unknown,,,17.4161395,78.4855418,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177122,unknown,,,17.4158623,78.4849405,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177123,unknown,,,17.4157234,78.4851648,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177124,unknown,,,17.4157138,78.4852547,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177125,unknown,,,17.4156915,78.48533,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177126,unknown,,,17.4157112,78.4848291,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177127,unknown,,,17.4157425,78.4847033,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177128,unknown,,,17.4156015,78.4849,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177129,unknown,,,17.4154998,78.4852406,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177130,unknown,,,17.4153207,78.485185,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177131,religious,,,17.4154282,78.485648,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177132,unknown,,,17.4152033,78.4856073,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177133,unknown,,,17.4152715,78.4858621,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177134,unknown,,,17.4152889,78.4858925,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177135,unknown,,,17.4151923,78.4860324,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177136,unknown,,,17.4153889,78.4859475,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177137,unknown,,,17.4153702,78.486077,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177138,unknown,,,17.4154412,78.4861402,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177139,unknown,,,17.4154349,78.4860789,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177140,unknown,,,17.4154246,78.4858429,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177141,unknown,,,17.4155759,78.4859252,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177142,unknown,,,17.4155165,78.4861472,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177143,unknown,,,17.4155614,78.4860891,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177144,unknown,,,17.4156942,78.4860433,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177145,unknown,,,17.4157831,78.486028,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177146,unknown,,,17.4157676,78.4859773,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177147,unknown,,,17.4156917,78.4858266,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177148,unknown,,,17.4156117,78.4855811,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177149,unknown,,,17.4156111,78.4854977,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177150,unknown,,,17.4156884,78.4855036,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177151,unknown,,,17.415681,78.4853219,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177152,unknown,,,17.4159096,78.4856224,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177153,unknown,,,17.4160765,78.4859772,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177154,unknown,,,17.4161837,78.4858381,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177155,unknown,,,17.4162626,78.4859108,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177156,unknown,,,17.4162926,78.4860577,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B177157,unknown,,,17.4163501,78.4860977,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
